Title,Link,Price,Product Rating,Reviewer Count
"Tapatio Chicken Enchiladas Mexican Dinner with Tapatio Hot Sauce Meal, 10 oz (Frozen)",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FTapatio-Chicken-Enchilada%2F5493979104%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=739dfedf-a13e-44dd-aa29-5b930f1cd6a0&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=DLsydKJA9cVZPX8pAgv69S3Wi8I7QEpbtBFEmE3aT7TPCvRu8B47F7DfVL-KTjrzXVU988r0tlP4CDcG-orbWtFfj9CkJnxeV4QlDbsV1D7zPYIt1Gf8mSzLsPndSuPrQc3MS-eaLVry0a7WkpBSSiMQXEsIf93lXcC2mhlY5ZbENFCZe4YjcfM9I3H8R0HkVou3_w1O7zcNkYR_bljlY5J3mITg_xivqsJYeFpsNJI&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR,$5.12,4.1,183
"SeaPak Crispy Breaded Butterfly Shrimp, Easy to Bake, 18 oz (Frozen)",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FSeaPak-Butterfly-Shrimp-with-Crispy-Breading-Easy-to-Bake-Frozen-18-oz%2F3223705029%3FclassType%3DREGULAR%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=739dfedf-a13e-44dd-aa29-5b930f1cd6a0&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=lG-FDk03KDCwyQYmFW7EJk9oziIFuol4Q54RRQPph0_Es4wrhV0fCKgnLOg3kpX1XVU988r0tlP4CDcG-orbWoVD6q6dcVV6cbX4Nz4GWc74Q9q4C0Cz7Af6-kuN7ONUSNlOAMEd6vRS_6F70HoBSCB1NnZYPHiJdlw4T55-dQ6od5lpfzxoFdwk9t5Vd4yLXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR&athbdg=L1600,$8.97,3,61
"Pringles Snack Stacks Variety Pack Potato Crisps Chips, Lunch Snacks, 27 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FPringles-Prg-27ct-6-Flavor-Snack-Stack%2F453387822%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=739dfedf-a13e-44dd-aa29-5b930f1cd6a0&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=SN0_mq3677KuNC6xavQ_pe-jh2DkIKEmCfU7jEwQz2fD6MnlrCMk7ZpUtQvasqR9VvkxaB3aWcxwabuOBgJ8Q6INRfyVbtNsMcAom5wa_QAyX6d-0KGnzsZ5BCQRu8x4kqU6pg0GoPafjYsvnvBJHENWIXCOtz_7Z87Vo-8077HTYao5vdJYlFnzSOO3daOFUnF8xRsoRHv_37Ul5QrxYmCDgIzlW38Eak-HO6vevfo&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=VARIANT,$13.98,4.3,1058
"Scott & Jon's Shrimp Scampi Pasta Bowl Frozen Meal, 9.6 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FScott-Jon-s-Shrimp-Scampi-Pasta-Bowl-Frozen-Meal-9-6-oz%2F898730091%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=739dfedf-a13e-44dd-aa29-5b930f1cd6a0&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=hWqyv-xTIRLIxCT0yyEfT7TGxR4Sz99XiZKtxWWsl0Ly_XGkC2yloY9iKURINryh2DRn4OmRo3gOMLbxu1tDhKZFIa6ntOzor98NSVxdpj1kiRWWYV3aKq0AyRbOKvEeTj6VT-vLW3RPhkdD11pr0C5kv0-_4ZtIFpumXWbOvxaLY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR,$4.18,3.3,432
"Great Value 1% Low-fat Chocolate Milk Gallon, Plastic, Jug, 128 Fl Oz",https://www.walmart.com/ip/Great-Value-Milk-1-Lowfat-Chocolate-Gallon-Plastic-Jug/17248403?classType=REGULAR&athbdg=L1600&from=/search,$3.62,No rating,No reviews
"Great Value Sweet Peas, 32 oz Bag (Frozen)",https://www.walmart.com/ip/Great-Value-Sweet-Peas-32-oz-Bag-Frozen/712949094?classType=REGULAR&from=/search,$2.42,No rating,No reviews
"Birds Eye Broccoli Florets Frozen Vegetables, 52 oz (Frozen)",https://www.walmart.com/ip/Birds-Eye-Broccoli-Florets-Frozen-Vegetables-52-oz-Frozen/10790990?classType=REGULAR&from=/search,$7.27,No rating,No reviews
"Marketside Fresh Sugar Snap Peas, 8 oz",https://www.walmart.com/ip/Marketside-Fresh-Sugar-Snap-Peas-8-oz/13399614?classType=REGULAR&from=/search,$2.47,No rating,No reviews
"Marketside Organic Baby Spinach Salad, 5 oz Clam Shell, Fresh",https://www.walmart.com/ip/Marketside-Organic-Baby-Spinach-Salad-5-oz-Clam-Shell-Fresh/13893733?classType=REGULAR&from=/search,$3.13,No rating,No reviews
"Jimmy Dean Sausage & Gravy Breakfast Bowl, 7 oz (Frozen)",https://www.walmart.com/ip/Jimmy-Dean-Sausage-Gravy-Breakfast-Bowl-7-oz-Frozen/14244840?classType=REGULAR&from=/search,$3.00,No rating,No reviews
