Title,Link,Price,Product Rating,Reviewer Count
"Austin Peanut Butter on Cheese Sandwich Crackers, Single Serve Snack Crackers, 20 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAustin-Peanut-Butter-on-Cheese-Sandwich-Crackers-Single-Serve-Snack-Crackers-20-Count%2F1837462801%3FclassType%3DREGULAR%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=606739b1-fd40-4159-9015-af1b8e30049b&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=K1ISTOrEkBcRQEeoSvUwNkM-duIMI5yavRmjGTQlU_hpQx3hVgmdA63GSpWEDL9JiWhwnMVMHEC9wA5s1KVw8l_ba_edklz5MvzTE4H3Dp01J_vEryn2KDd7USBQgilk3TmIjp9UgaZvIA0NfDBT8W8Zc-9pLk3344tnFkfsdBOod5lpfzxoFdwk9t5Vd4yLXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_hudson_latency_price_rweb&classType=REGULAR&athbdg=L1600,$6.84,3,62
"Great Value Frozen Whole Kernel Corn, 12 oz Steamable Bag",https://www.walmart.com/ip/Great-Value-Frozen-Whole-Kernel-Corn-12-oz-Steamable-Bag/659879040?classType=REGULAR&athbdg=L1600&from=/search,$1.18,No rating,No reviews
"Marketside Fresh Sugar Snap Peas, 8 oz",https://www.walmart.com/ip/Marketside-Fresh-Sugar-Snap-Peas-8-oz/13399614?classType=REGULAR&from=/search,$2.47,No rating,No reviews
"Ball Park White Burger Buns, 8 count, Hamburger Buns, 15 oz Bag",https://www.walmart.com/ip/Ball-Park-White-Burger-Buns-8-count-Soft-Hamburger-Buns-15-oz-Bag/19897898?classType=REGULAR&athbdg=L1600&from=/search,$3.12,No rating,No reviews
"Kraft Deluxe Original Cheddar Mac N Cheese Macaroni and Cheese Dinner, 3 ct Pack, 14 oz Boxes",https://www.walmart.com/ip/Kraft-Deluxe-Original-Cheddar-Mac-N-Cheese-Macaroni-and-Cheese-Dinner-3-ct-Pack-14-oz-Boxes/50423040?classType=REGULAR&athbdg=L1600&from=/search,$7.86,No rating,No reviews
"Tai Pei Chicken Fried Rice, Frozen Asian Entre, 11 oz",https://www.walmart.com/ip/Tai-Pei-Chicken-Fried-Rice-Frozen-Asian-Entr-e-11-oz/356880552?classType=REGULAR&athbdg=L1600&from=/search,$3.44,No rating,No reviews
"Great Value Cauliflower, 12 oz Bag (Frozen)",https://www.walmart.com/ip/Great-Value-Cauliflower-12-oz-Bag-Frozen/242699420?classType=REGULAR&athbdg=L1600&from=/search,$1.28,No rating,No reviews
"Pringles Snack Stacks Variety Pack Potato Crisps Chips, Lunch Snacks, 27 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FPringles-Prg-27ct-6-Flavor-Snack-Stack%2F453387822%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=300d88e8-ef7a-40e9-84a4-e4721c1ea413&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=SN0_mq3677KuNC6xavQ_pe-jh2DkIKEmCfU7jEwQz2fD6MnlrCMk7ZpUtQvasqR9pIXiVban42_jEYOPvXRZCsHdGhiD8Ru772Rcq-BCPBAyX6d-0KGnzsZ5BCQRu8x4CHYGZmF5zn9oLhk2m9NJ27zpws5izQj7PqFo3edLe5XTYao5vdJYlFnzSOO3daOFUnF8xRsoRHv_37Ul5QrxYmCDgIzlW38Eak-HO6vevfo&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11185%7Cace3_11188%7Ccoldstart_off%7Csearch_browse_limited_vip_pinning&classType=VARIANT,$13.98,4.3,1058
"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Value Bag, 32 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCinnamon-Toast-Crunch-Breakfast-Cereal-Crispy-Cinnamon-Cereal-Value-Bag-32-oz%2F575993182%3FclassType%3DVARIANT%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=300d88e8-ef7a-40e9-84a4-e4721c1ea413&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=_PeHZAmGGF0_y0SW7_SCzzHNKc7XYMjzYPoNPtBtNG2P9-D4sSYdNgZoZi20zMhrnpzRul0pZwYGIJahi-YQg2v40Uk0N59IFsK3EEQckm7BW8gE8wpIE6k46l3DHma8OvDxK2Je9J-t4uiJxnb6wOiXpn1E0dVdLtOj4dFhL5cv7Yz4KeZ_dXPLm1F2uLUVnra-uaPHgTRSGRbgUnvs9otj8J8AFdFchw9wJTiBfhc3ZRMT-DEE4YKu3ALPru_t278TJgAId24vtQ3taxyPgA&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11185%7Cace3_11188%7Ccoldstart_off%7Csearch_browse_limited_vip_pinning&classType=VARIANT&athbdg=L1600,$6.77,4.7,4897
Avocado Toast- Salt & Pepper,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCrunchmaster-Gluten-Free-Crunchy-Avocado-Toast-Salt-Pepper-Crackers-3-54-oz%2F311539494%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=300d88e8-ef7a-40e9-84a4-e4721c1ea413&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=GIwySSGAWroFINI54XTQH1P0hYVF4FeqI7JNEV-bPcv-FNc6hzdtWOmR39-ctw3sVzJUH_nLODjQzeJMShzwMc67Pc6VPCUXdTA3HUkOSTObajKlrhoESsaDGNZFIKKvkbX9ZMp8AmhLXR9FJ6js6G3ncv58ZJTyNUq0RF3_DUKLY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11185%7Cace3_11188%7Ccoldstart_off%7Csearch_browse_limited_vip_pinning&classType=REGULAR,$3.12,4.6,1783
"Austin Peanut Butter on Cheese Sandwich Crackers, Single Serve Snack Crackers, 20 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAustin-Peanut-Butter-on-Cheese-Sandwich-Crackers-Single-Serve-Snack-Crackers-20-Count%2F1837462801%3FclassType%3DREGULAR%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=300d88e8-ef7a-40e9-84a4-e4721c1ea413&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=K1ISTOrEkBcRQEeoSvUwNkM-duIMI5yavRmjGTQlU_hpQx3hVgmdA63GSpWEDL9JiWhwnMVMHEC9wA5s1KVw8uVqTotp7bcLbaxl6gRkHKk1J_vEryn2KDd7USBQgilk6jaayth9GA-OqTS9ID5anCHMgvzxgmto-3HdSc__R_Sod5lpfzxoFdwk9t5Vd4yLXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11185%7Cace3_11188%7Ccoldstart_off%7Csearch_browse_limited_vip_pinning&classType=REGULAR&athbdg=L1600,$6.84,3,62
"Fresh Idaho Potatoes, 5 lb Bag",https://www.walmart.com/ip/Fresh-Idaho-Potatoes-5-lb-Bag/10447839?classType=REGULAR&from=/search,$2.68,No rating,No reviews
"Stouffer's Macaroni and Cheese Pasta Frozen Meal, 12 oz (Frozen)",https://www.walmart.com/ip/Stouffer-s-Macaroni-and-Cheese-Pasta-Frozen-Meal-12-oz-Frozen/10804764?classType=REGULAR&athbdg=L1600&from=/search,$3.12,No rating,No reviews
"Velveeta Shells and Cheese Original Macaroni and Cheese Dinner, 12 oz Box",https://www.walmart.com/ip/Kraft-Original-Velveeta-Shells-Cheese-12-oz/10295758?classType=VARIANT&athbdg=L1600&from=/search,$3.28,No rating,No reviews
"Tyson Grilled & Ready Chicken Breast Strips, 1.37 lb Bag (Frozen)",https://www.walmart.com/ip/Tyson-Grilled-Ready-Chicken-Breast-Strips-1-37-lb-Bag-Frozen/14664699?classType=REGULAR&from=/search,$8.47,No rating,No reviews
"Fresh Premium Grape Tomato, 1.5 lb Package",https://www.walmart.com/ip/Fresh-Premium-Grape-Tomato-1-5-lb-Package/29235574?classType=REGULAR&from=/search,$5.24,No rating,No reviews
"Stouffer's Meat Sauce Spaghetti Frozen Meal, 12 oz (Frozen)",https://www.walmart.com/ip/Stouffer-s-Meat-Sauce-Spaghetti-Frozen-Meal-12-oz-Frozen/13448573?classType=REGULAR&athbdg=L1600&from=/search,$3.48,No rating,No reviews
"Pringles Snack Stacks Variety Pack Potato Crisps Chips, Lunch Snacks, 27 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FPringles-Prg-27ct-6-Flavor-Snack-Stack%2F453387822%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=0574fdea-67a5-445a-998f-7825f41e5845&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=SN0_mq3677KuNC6xavQ_pe-jh2DkIKEmCfU7jEwQz2fD6MnlrCMk7ZpUtQvasqR9pIXiVban42_jEYOPvXRZCveftf_hew0DKNaFRN9GucsyX6d-0KGnzsZ5BCQRu8x4gnTI8Qct-pizQgqMdu7Hc1dDjymcfKn5UwxKyvB55fB6EoSlkm_LeE-ZQuql-Fj1b6fOI22j5pRBlbcoqeNDeP9CW0sfUJZnqA0mzTgxc4I&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_on%7Csearch_default&classType=VARIANT,$13.98,4.3,1058
"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Value Bag, 32 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCinnamon-Toast-Crunch-Breakfast-Cereal-Crispy-Cinnamon-Cereal-Value-Bag-32-oz%2F575993182%3FclassType%3DVARIANT%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=0574fdea-67a5-445a-998f-7825f41e5845&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=_PeHZAmGGF0_y0SW7_SCzzHNKc7XYMjzYPoNPtBtNG2P9-D4sSYdNgZoZi20zMhrnpzRul0pZwYGIJahi-YQg0BnVKhLxxRPBXcHhb6cQk3BW8gE8wpIE6k46l3DHma8JxoAP9AIPNHDHHc-0bqVi0zMrlyuTeQEZcMygJ_eqGQv7Yz4KeZ_dXPLm1F2uLUVnra-uaPHgTRSGRbgUnvs9otj8J8AFdFchw9wJTiBfhc3ZRMT-DEE4YKu3ALPru_t278TJgAId24vtQ3taxyPgA&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_on%7Csearch_default&classType=VARIANT&athbdg=L1600,$6.77,4.7,4897
Avocado Toast- Salt & Pepper,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCrunchmaster-Gluten-Free-Crunchy-Avocado-Toast-Salt-Pepper-Crackers-3-54-oz%2F311539494%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=0574fdea-67a5-445a-998f-7825f41e5845&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=GIwySSGAWroFINI54XTQH1P0hYVF4FeqI7JNEV-bPcv-FNc6hzdtWOmR39-ctw3sVzJUH_nLODjQzeJMShzwMZVJpfkmZhct1OECYwxYldabajKlrhoESsaDGNZFIKKvkbX9ZMp8AmhLXR9FJ6js6G3ncv58ZJTyNUq0RF3_DUKLY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_on%7Csearch_default&classType=REGULAR,$3.12,4.6,1783
"Austin Peanut Butter on Cheese Sandwich Crackers, Single Serve Snack Crackers, 20 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAustin-Peanut-Butter-on-Cheese-Sandwich-Crackers-Single-Serve-Snack-Crackers-20-Count%2F1837462801%3FclassType%3DREGULAR%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=0574fdea-67a5-445a-998f-7825f41e5845&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=K1ISTOrEkBcRQEeoSvUwNkM-duIMI5yavRmjGTQlU_hpQx3hVgmdA63GSpWEDL9JiWhwnMVMHEC9wA5s1KVw8udj6NRBVMVrVBBRLb37LgU1J_vEryn2KDd7USBQgilk6jaayth9GA-OqTS9ID5anCHMgvzxgmto-3HdSc__R_Sod5lpfzxoFdwk9t5Vd4yLXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_on%7Csearch_default&classType=REGULAR&athbdg=L1600,$6.84,3,62
"Bob Evans Gluten-Free Original Mashed Potatoes Tray, 24 oz (Refrigerated)",https://www.walmart.com/ip/Bob-Evans-Gluten-Free-Original-Mashed-Potatoes-Tray-24-oz-Refrigerated/10309114?classType=REGULAR&athbdg=L1600&from=/search,$3.98,No rating,No reviews
Great Value Frozen 10oz Chopped Onions,https://www.walmart.com/ip/Great-Value-Frozen-10oz-Chopped-Onions/694935141?classType=REGULAR&athbdg=L1600&from=/search,$1.53,No rating,No reviews
"Broccoli Florets, 12 oz",https://www.walmart.com/ip/Broccoli-Florets-12-oz/13399617?classType=REGULAR&athbdg=L1600&from=/search,$2.47,No rating,No reviews
"Red Potatoes Whole Fresh, 3 lb Bag",https://www.walmart.com/ip/Red-Potatoes-Whole-Fresh-3-lb-Bag/10449949?classType=REGULAR&from=/search,$3.48,No rating,No reviews
"Jimmy Dean Eggs Potatoes Bacon & Cheddar Cheese Breakfast Bowl, 7 oz (Frozen)",https://www.walmart.com/ip/Jimmy-Dean-Eggs-Potatoes-Bacon-Cheddar-Cheese-Breakfast-Bowl-7-oz-Frozen/12444410?classType=REGULAR&from=/search,$3.00,No rating,No reviews
"Marketside Fresh Broccoli Florets, 32 oz",https://www.walmart.com/ip/Marketside-Fresh-Broccoli-Florets-32-oz/51259389?classType=REGULAR&from=/search,$5.98,No rating,No reviews
"Pringles Snack Stacks Variety Pack Potato Crisps Chips, Lunch Snacks, 27 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FPringles-Prg-27ct-6-Flavor-Snack-Stack%2F453387822%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=SN0_mq3677KuNC6xavQ_pe-jh2DkIKEmCfU7jEwQz2fD6MnlrCMk7ZpUtQvasqR9pIXiVban42_jEYOPvXRZColpYQKsL-cQjtcIAtzQbcgyX6d-0KGnzsZ5BCQRu8x4cWhTTxKZ8idPlWF5EOvLfsheq74Ft_lOJx16g8T-MCXTYao5vdJYlFnzSOO3daOFUnF8xRsoRHv_37Ul5QrxYmCDgIzlW38Eak-HO6vevfo&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=VARIANT,$13.98,4.3,1058
"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Value Bag, 32 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCinnamon-Toast-Crunch-Breakfast-Cereal-Crispy-Cinnamon-Cereal-Value-Bag-32-oz%2F575993182%3FclassType%3DVARIANT%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=_PeHZAmGGF0_y0SW7_SCzzHNKc7XYMjzYPoNPtBtNG2P9-D4sSYdNgZoZi20zMhrnpzRul0pZwYGIJahi-YQg_exN-wdZmfq-P1_z4qTz4TBW8gE8wpIE6k46l3DHma8VYevxsTye1QKXub9nJ9zVu0m0wLI7GfPChaNqu2MAEIv7Yz4KeZ_dXPLm1F2uLUVnra-uaPHgTRSGRbgUnvs9otj8J8AFdFchw9wJTiBfhc3ZRMT-DEE4YKu3ALPru_t278TJgAId24vtQ3taxyPgA&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=VARIANT&athbdg=L1600,$6.77,4.7,4897
Avocado Toast- Salt & Pepper,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCrunchmaster-Gluten-Free-Crunchy-Avocado-Toast-Salt-Pepper-Crackers-3-54-oz%2F311539494%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=GIwySSGAWroFINI54XTQH1P0hYVF4FeqI7JNEV-bPcv-FNc6hzdtWOmR39-ctw3sVzJUH_nLODjQzeJMShzwMf-LJhxjnehpX3SpoxT4xEObajKlrhoESsaDGNZFIKKvObM5tHF4BSFibdH4GmMeXJqH_jhWyg0i1XvP8OhF6YOLY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR,$3.12,4.6,1783
"Austin Peanut Butter on Cheese Sandwich Crackers, Single Serve Snack Crackers, 20 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAustin-Peanut-Butter-on-Cheese-Sandwich-Crackers-Single-Serve-Snack-Crackers-20-Count%2F1837462801%3FclassType%3DREGULAR%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=K1ISTOrEkBcRQEeoSvUwNkM-duIMI5yavRmjGTQlU_hpQx3hVgmdA63GSpWEDL9JiWhwnMVMHEC9wA5s1KVw8iAa2w9GntC2hEWlrlX9guM1J_vEryn2KDd7USBQgilk3TmIjp9UgaZvIA0NfDBT8W8Zc-9pLk3344tnFkfsdBOod5lpfzxoFdwk9t5Vd4yLXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR&athbdg=L1600,$6.84,3,62
"Scott & Jon's Shrimp Scampi Pasta Bowl Frozen Meal, 9.6 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=5&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FScott-Jon-s-Shrimp-Scampi-Pasta-Bowl-Frozen-Meal-9-6-oz%2F898730091%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=hWqyv-xTIRLIxCT0yyEfT7TGxR4Sz99XiZKtxWWsl0Ly_XGkC2yloY9iKURINryhfJIlytKbjHgllu76Z2AqpJelYKLyK5wqnBPzLFtPdndkiRWWYV3aKq0AyRbOKvEeWAYmqHiMbUANd959RvQPjZNX-axjHSrRoYMsnzVuDPeLY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR,$4.18,3.3,432
"Goldfish Crisps Cheddar Cheese Baked Chip Crackers, 6.25 oz Bag",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=6&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FGoldfish-Crisps-Cheddar-Cheese-Baked-Chip-Crackers-6-25-oz-Bag%2F3967067092%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=7Dea3oU0YU3HQNz4yAsva2myGpmjm3OcNjI1Mt04-wLqjIv82emPcejW1Hg78NsEUaQJBYyq1T4Xs0YcoQMojfGqMfISFap0QgvqEv7Cbni6yy4kvt5LEV8N0sT-j_K7FHH7SBQQAln-MgOlK8SnXw3srgE5bF-I9mkKgh9IdY6LY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR,$3.52,4.5,1208
"Zatarain's No Artificial Flavors Blackened Chicken Alfredo Frozen Dinner, 10.5 oz Box",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=7&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FZatarain-s-No-Artificial-Flavors-Blackened-Chicken-Alfredo-Frozen-Dinner-10-5-oz-Box%2F10849171%3FclassType%3DREGULAR%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=Hu2oL0Ob_v8ZKFMcHuvtrPuQnpiuFT9aX_A8u_3srr8g9l5rJfH5zTjIYfq1BVVAPKF4yALV06DiFzO47bmJZRkUMenp-5O4WLtIvqSSpiBjLGOZ8k74fvX0mpZM4QDQfAXON93L7mwvzwkijW4pCY-xJl_i4JTL82KE9KuU8xYDHrHPtBXvfZbaAzaxQsjpOYiE3NKa97Br6PAAE_hswsNTl62ubbhc8wQo7uHqEp0&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR&athbdg=L1600,$4.12,3.8,369
"Cheez-It Variety Pack Cheese Crackers, Baked Snack Crackers, 12 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=8&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCheez-It-Variety-Pack-Cheese-Crackers-Baked-Snack-Crackers-12-Count%2F37481732%3FclassType%3DREGULAR%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=R9ikTml0_FWTf8ADTKmxOwNErRtIm0oeSQunGtnH9WvD_6CmktGQxG5nDQ3DZmKOmdLNpBk9kuFBGZo9axbnOfZyTjoVlSetBYi_ynAEVnjGCNRjneReT0NPwkKsYpT9dpQEHaJX5m5uCL0E9sTdjMSYkTWUgkMsUpSwecuRkYzUbNQcqqoGglTuMh92vLyXZOVKVN7iZqSiPWzY2i5thOqeUkuzemiGjAkJEVPvpWU&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=REGULAR&athbdg=L1600,$6.48,4.3,586
"CHIPS AHOY! Original Chocolate Chip Cookies, Party Size, 25.3 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=9&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FChips-Ahoy-Original-Chewy-Cookies-Party-Size-25-3-Oz%2F214636036%3FclassType%3DVARIANT%26athbdg%3DL1300%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=ahIn2gayP1XvtSlDuPYTNXkyNWZ1QpIewWK9LxzGFETPj_RyBOlsxrb0z1oWp_Kt4tpPw9K-f2RB9Q-EwylPO8RzqajzmE6TjSKZjJP5YDhH4ZxDsQfjP22QGbsakokDGv4swdlANplPBdfpFur7XLlFE4gnpoQX5XAIyt1K55jENFCZe4YjcfM9I3H8R0HkVou3_w1O7zcNkYR_bljlY5J3mITg_xivqsJYeFpsNJI&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=VARIANT&athbdg=L1300,$5.28,4.2,740
"CHIPS AHOY! Original Chocolate Chip Cookies, Family Size, 18.2 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=10&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCHIPS-AHOY-Original-Chocolate-Chip-Cookies-Family-Size-18-2-oz%2F23658443%3FclassType%3DVARIANT%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=227736aa-cfed-4bdf-b86e-45a14921094f&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=TubGJkX7LmxOY64ubcStGFKLfqRxy9pK5Njr42VZPeft7A-anJ2CC4yX66ZTSF1pmdLNpBk9kuFBGZo9axbnOSP9zXtxq_E0mxykOZ5fjWcN7t_R9bKIo19w7KOdOoqj1pQQFSv5RqnOQNvOlx7wSo1UmNcpPGKmKPg3Un83OAZ6EoSlkm_LeE-ZQuql-Fj1b6fOI22j5pRBlbcoqeNDeP9CW0sfUJZnqA0mzTgxc4I&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_browse_limited_vip_pinning&classType=VARIANT&athbdg=L1600,$4.78,4.2,1558
